Protein IDs	Reporter intensity corrected 1 PNNL SC boost50ng_run1	Reporter intensity corrected 2 PNNL SC boost50ng_run1	Reporter intensity corrected 3 PNNL SC boost50ng_run1	Reporter intensity corrected 4 PNNL SC boost50ng_run1	Reporter intensity corrected 5 PNNL SC boost50ng_run1	Reporter intensity corrected 6 PNNL SC boost50ng_run1	Reporter intensity corrected 7 PNNL SC boost50ng_run1	Reporter intensity corrected 8 PNNL SC boost50ng_run1	Reporter intensity corrected 9 PNNL SC boost50ng_run1	Reporter intensity corrected 10 PNNL SC boost50ng_run1	Reporter intensity 1 PNNL SC boost50ng_run1	Reporter intensity 2 PNNL SC boost50ng_run1	Reporter intensity 3 PNNL SC boost50ng_run1	Reporter intensity 4 PNNL SC boost50ng_run1	Reporter intensity 5 PNNL SC boost50ng_run1	Reporter intensity 6 PNNL SC boost50ng_run1	Reporter intensity 7 PNNL SC boost50ng_run1	Reporter intensity 8 PNNL SC boost50ng_run1	Reporter intensity 9 PNNL SC boost50ng_run1	Reporter intensity 10 PNNL SC boost50ng_run1
P35241	3445.6	4286.1	4007.6	1857.6	2831.4	2551	3452.1	19781	3460.6	708720	3445.6	4286.1	4007.6	1857.6	2831.4	2551	3452.1	19781	3460.6	708720
P35250	953.62	1116.9	1172	1301.4	1661.8	1236.6	1025.4	10634	1750.8	421470	953.62	1116.9	1172	1301.4	1661.8	1236.6	1025.4	10634	1750.8	421470
P35268	9550.5	8334.6	10242	7267.3	11788	10428	26148	75829	11832	2447000	9550.5	8334.6	10242	7267.3	11788	10428	26148	75829	11832	2447000
P35579;P12883;P13535;Q9UKX3;Q9Y623;P13533;P12882;P11055;Q9UKX2;A7E2Y1	439230	446710	536880	111720	123350	131290	175460	936170	190220	34673000	439230	446710	536880	111720	123350	131290	175460	936170	190220	34673000
P35580	26121	26979	29222	6831.9	10628	10270	18751	102540	16852	3473400	26121	26979	29222	6831.9	10628	10270	18751	102540	16852	3473400
P35606	6881.5	6874.5	8932	4761.7	7194.2	5289.7	8313	40648	7766.4	1380200	6881.5	6874.5	8932	4761.7	7194.2	5289.7	8313	40648	7766.4	1380200
P35610	1825.3	2289.4	3190.3	1912.9	2821.2	1512	1797.7	10394	1583.9	299010	1825.3	2289.4	3190.3	1912.9	2821.2	1512	1797.7	10394	1583.9	299010
P35637	2193.5	3190.2	2584.5	1357.1	1062.3	1894.6	1928.6	19084	2571.3	735800	2193.5	3190.2	2584.5	1357.1	1062.3	1894.6	1928.6	19084	2571.3	735800
P35659	2379.4	2639.3	4205.6	1746.5	4042.4	2967.3	4854.3	17195	4167.1	500580	2379.4	2639.3	4205.6	1746.5	4042.4	2967.3	4854.3	17195	4167.1	500580
P35749	13044	12883	14305	1894	2170.2	2888.7	3868	38874	4960.1	1311400	13044	12883	14305	1894	2170.2	2888.7	3868	38874	4960.1	1311400
P35998	4535.8	6804.4	6140.4	1858.8	3768.7	3802.4	1596.8	37234	4779.2	1238000	4535.8	6804.4	6140.4	1858.8	3768.7	3802.4	1596.8	37234	4779.2	1238000
Q02750;P36507	1007.2	1273.3	1882.8	1186.1	2870	2917.3	5089.5	9193.1	2128	222050	1007.2	1273.3	1882.8	1186.1	2870	2917.3	5089.5	9193.1	2128	222050
P36542	3600	9257.3	9211	3854.8	5250.4	4156.9	7090.7	12180	3274.3	355050	3600	9257.3	9211	3854.8	5250.4	4156.9	7090.7	12180	3274.3	355050
P36543;Q96A05	5598	9522.5	11063	7065.4	9511.3	11594	7662.5	57731	9900.6	2053500	5598	9522.5	11063	7065.4	9511.3	11594	7662.5	57731	9900.6	2053500
P36578	54706	64798	62074	44148	45311	48530	35178	289540	54353	11129000	54706	64798	62074	44148	45311	48530	35178	289540	54353	11129000
P36776	26551	31878	30331	18861	20536	30455	25953	47855	18273	1854200	26551	31878	30331	18861	20536	30455	25953	47855	18273	1854200
P36873	2299.7	2812.8	3133.6	1619.8	1853.3	1634.2	1742.3	12046	2532.8	450920	2299.7	2812.8	3133.6	1619.8	1853.3	1634.2	1742.3	12046	2532.8	450920
P36957	4226.8	2649.9	5544	2664.5	7261.7	4537.6	23537	43120	4831.7	1672200	4226.8	2649.9	5544	2664.5	7261.7	4537.6	23537	43120	4831.7	1672200
P36969	450.13	976.35	822.07	439.5	889.01	628.06	1004.5	6376.8	1165.3	206810	450.13	976.35	822.07	439.5	889.01	628.06	1004.5	6376.8	1165.3	206810
P37802	20519	26718	28369	10469	16525	11171	20117	95312	12460	3576900	20519	26718	28369	10469	16525	11171	20117	95312	12460	3576900
P37837	15039	16802	20479	15852	23347	16683	17050	76140	13236	2851900	15039	16802	20479	15852	23347	16683	17050	76140	13236	2851900
P38117	6554.8	7766.5	7291.5	5088.6	5229.1	5666.8	5251.8	38475	7926.6	1266600	6554.8	7766.5	7291.5	5088.6	5229.1	5666.8	5251.8	38475	7926.6	1266600
P38159;Q96E39;O75526	28255	31454	37188	21462	24844	24921	27945	144120	37847	5505900	28255	31454	37188	21462	24844	24921	27945	144120	37847	5505900
P38570	16148	8312	13005	10059	9633.1	11260	9655	10180	9156.2	412120	16148	8312	13005	10059	9633.1	11260	9655	10180	9156.2	412120
P38606	8952.5	11301	15082	7846.1	11613	9345.7	10896	86580	10651	3189500	8952.5	11301	15082	7846.1	11613	9345.7	10896	86580	10651	3189500
P38646	56621	83638	92572	42348	49981	52112	67761	375270	53295	12783000	56621	83638	92572	42348	49981	52112	67761	375270	53295	12783000
P38919	9223	10406	13127	6962.6	25729	9998.8	12080	70516	11075	2523300	9223	10406	13127	6962.6	25729	9998.8	12080	70516	11075	2523300
P39019	34135	48564	43415	25705	29404	29634	30564	269450	32121	10258000	34135	48564	43415	25705	29404	29634	30564	269450	32121	10258000
P39023;Q92901	46680	56821	56454	25427	36694	30499	35482	219620	42612	9572800	46680	56821	56454	25427	36694	30499	35482	219620	42612	9572800
P39656	14066	21208	19271	7890.1	16516	12659	16586	106100	14474	3704600	14066	21208	19271	7890.1	16516	12659	16586	106100	14474	3704600
P40121	1098.7	1361	1748.7	1912.6	2216.3	2412.8	1444.3	13808	1920.6	405800	1098.7	1361	1748.7	1912.6	2216.3	2412.8	1444.3	13808	1920.6	405800
P40222	1463.4	2870.9	2343.1	1452.5	4106.1	2048.4	3575.5	9341.1	2033.4	361030	1463.4	2870.9	2343.1	1452.5	4106.1	2048.4	3575.5	9341.1	2033.4	361030
P40227;Q92526	31185	35961	38192	19383	27926	34824	30337	208450	42236	7330000	31185	35961	38192	19383	27926	34824	30337	208450	42236	7330000
P40394	2259	2593	2918	1753.3	3397.2	1584.9	4179	10763	1869.9	338510	2259	2593	2918	1753.3	3397.2	1584.9	4179	10763	1869.9	338510
P40429;Q6NVV1	17084	17066	18993	9786.3	13066	11585	57284	107810	6750.3	3426100	17084	17066	18993	9786.3	13066	11585	57284	107810	6750.3	3426100
P40925	7450.2	8957.5	9296.1	6767.5	8504.3	7860.9	12688	83748	10461	3021000	7450.2	8957.5	9296.1	6767.5	8504.3	7860.9	12688	83748	10461	3021000
P40926	47990	85809	82482	35402	44217	57182	66380	517780	58940	17226000	47990	85809	82482	35402	44217	57182	66380	517780	58940	17226000
P40938	780.47	736.03	1196.3	1309.6	2488.5	1043.3	1410.7	2670.7	1438.1	99211	780.47	736.03	1196.3	1309.6	2488.5	1043.3	1410.7	2670.7	1438.1	99211
P40939	8992.2	12266	15636	8258.9	48599	50478	44538	84003	16844	2915300	8992.2	12266	15636	8258.9	48599	50478	44538	84003	16844	2915300
P41091;Q2VIR3	5919.2	11424	13525	7775.4	11659	9547.8	12369	64672	11121	2197500	5919.2	11424	13525	7775.4	11659	9547.8	12369	64672	11121	2197500
P41250	3886.9	6042.8	6523.9	1547.4	3922.4	1055.5	6225.6	13148	2314.5	586380	3886.9	6042.8	6523.9	1547.4	3922.4	1055.5	6225.6	13148	2314.5	586380
P41252	945.12	603.62	1119.1	0	502.83	701.98	346.82	5898.1	966.07	216530	945.12	603.62	1119.1	0	502.83	701.98	346.82	5898.1	966.07	216530
P42167;P42166	2062.5	1971.4	3594.7	2490.7	2993	3571.9	3362.4	20071	4909.7	666290	2062.5	1971.4	3594.7	2490.7	2993	3571.9	3362.4	20071	4909.7	666290
P42224	756.2	2601.8	1778.6	912.39	3209.6	1861.4	3018.2	26549	3001.1	995650	756.2	2601.8	1778.6	912.39	3209.6	1861.4	3018.2	26549	3001.1	995650
P42704	7547.7	24559	12612	6423.3	13784	8520.5	10572	72154	18093	2069400	7547.7	24559	12612	6423.3	13784	8520.5	10572	72154	18093	2069400
P42765	1831.3	1379.7	2767.9	1801.7	2807.6	1863.2	3116.9	16897	3289.2	499900	1831.3	1379.7	2767.9	1801.7	2807.6	1863.2	3116.9	16897	3289.2	499900
P42766	17918	23947	18050	11202	13181	14317	13040	83492	9673.9	2732000	17918	23947	18050	11202	13181	14317	13040	83492	9673.9	2732000
P43034	1744.4	2088.7	2029.7	1152	715.76	611.74	831.64	8389.3	1318.3	340850	1744.4	2088.7	2029.7	1152	715.76	611.74	831.64	8389.3	1318.3	340850
P43243	9800.5	11325	13199	9890.6	15455	12321	15111	69324	16659	2585900	9800.5	11325	13199	9890.6	15455	12321	15111	69324	16659	2585900
P43307	6724.6	7276.4	9449.4	5732.8	7937.8	6928.3	8835.4	37229	5957.4	1235300	6724.6	7276.4	9449.4	5732.8	7937.8	6928.3	8835.4	37229	5957.4	1235300
P43487	14575	15342	15711	8798.4	8563.1	14183	10631	89916	10451	3259800	14575	15342	15711	8798.4	8563.1	14183	10631	89916	10451	3259800
P43686	5345.6	4552.9	5419.3	3062.7	3667.5	3966.3	3576.8	35230	4333.7	1441400	5345.6	4552.9	5419.3	3062.7	3667.5	3966.3	3576.8	35230	4333.7	1441400
P45880	23458	28540	30222	11671	19511	20162	23717	237700	26439	9039900	23458	28540	30222	11671	19511	20162	23717	237700	26439	9039900
P45954	620.49	538.85	697.08	598.17	431.17	342.9	755.33	8165.2	1030.1	257500	620.49	538.85	697.08	598.17	431.17	342.9	755.33	8165.2	1030.1	257500
P45973	4840	6070.2	4788	3409.6	5297.6	3991.6	18865	48032	6131.1	1666200	4840	6070.2	4788	3409.6	5297.6	3991.6	18865	48032	6131.1	1666200
P45974	5867.7	7600.4	8277.4	3232.2	4705.5	4512.3	7914.4	38850	7472.4	1430500	5867.7	7600.4	8277.4	3232.2	4705.5	4512.3	7914.4	38850	7472.4	1430500
P46060	1650.1	3566.9	3037.7	1785.8	3290.5	3082.8	3457.3	11232	2276.1	337440	1650.1	3566.9	3037.7	1785.8	3290.5	3082.8	3457.3	11232	2276.1	337440
P46459	11888	16559	16107	13244	19894	13305	17602	55399	14053	2038300	11888	16559	16107	13244	19894	13305	17602	55399	14053	2038300
P46776	11307	11557	10628	6690.9	10780	9058.4	9655.2	82389	12185	2325600	11307	11557	10628	6690.9	10780	9058.4	9655.2	82389	12185	2325600
P46777	36602	60923	105060	41789	46000	39844	48347	283240	50043	8185200	36602	60923	105060	41789	46000	39844	48347	283240	50043	8185200
P46778	10852	11791	14794	5680.5	6573.9	10865	9397.5	145240	11090	4390900	10852	11791	14794	5680.5	6573.9	10865	9397.5	145240	11090	4390900
P46779	20148	26901	24054	14594	16991	16188	13635	76937	12805	3130200	20148	26901	24054	14594	16991	16188	13635	76937	12805	3130200
P46781	29601	35672	44127	17297	18922	20873	28410	233720	29530	9093400	29601	35672	44127	17297	18922	20873	28410	233720	29530	9093400
P46782	35581	48590	44978	31594	38577	48672	45662	187320	39131	5516900	35581	48590	44978	31594	38577	48672	45662	187320	39131	5516900
P46783;Q9NQ39	41669	57773	54318	30026	41524	39186	38642	106880	32775	2965600	41669	57773	54318	30026	41524	39186	38642	106880	32775	2965600
P46934	470.07	2739.9	2373.5	802.85	2451.5	966.27	6607.3	6171.1	2000.8	122760	470.07	2739.9	2373.5	802.85	2451.5	966.27	6607.3	6171.1	2000.8	122760
P46940	11884	17987	18328	9812.5	19194	12780	18346	89528	14542	3034000	11884	17987	18328	9812.5	19194	12780	18346	89528	14542	3034000
P46977	6276.4	7363.3	8399.8	4806.1	7095.2	6950.4	6904.2	32475	5987	1238400	6276.4	7363.3	8399.8	4806.1	7095.2	6950.4	6904.2	32475	5987	1238400
P47755	7251.2	8452.7	10306	4656.7	5317.7	6084.5	4734.7	36650	5451.9	1251700	7251.2	8452.7	10306	4656.7	5317.7	6084.5	4734.7	36650	5451.9	1251700
P47756	2870.2	3901.2	3867.3	1670.2	1820.4	2245.9	2228.7	22807	2947.9	875100	2870.2	3901.2	3867.3	1670.2	1820.4	2245.9	2228.7	22807	2947.9	875100
P47897	621	1153.1	1301.2	1069.5	719.5	1182.1	1403.7	3653.1	810.34	151060	621	1153.1	1301.2	1069.5	719.5	1182.1	1403.7	3653.1	810.34	151060
P48047	3164.2	2759.9	6145.9	2735	3228	4092.8	3563.5	29288	3763.6	1219000	3164.2	2759.9	6145.9	2735	3228	4092.8	3563.5	29288	3763.6	1219000
P48059	1806.7	2859	1593.7	1344.3	7165	1374.7	6383.5	8793	1990.7	330930	1806.7	2859	1593.7	1344.3	7165	1374.7	6383.5	8793	1990.7	330930
P48147	6262.4	8175.7	7509.8	3388.1	3822.1	5093.4	9478.3	38118	5003.9	1262500	6262.4	8175.7	7509.8	3388.1	3822.1	5093.4	9478.3	38118	5003.9	1262500
P48444	5941.9	8228.7	9018.8	6385.3	11073	6682.3	14495	36099	7534.7	1342900	5941.9	8228.7	9018.8	6385.3	11073	6682.3	14495	36099	7534.7	1342900
P48643	12085	15592	18113	7841.5	14516	10210	60283	85716	13559	2478700	12085	15592	18113	7841.5	14516	10210	60283	85716	13559	2478700
P48735	11414	31404	24967	16536	80426	20722	37836	148050	25947	5181800	11414	31404	24967	16536	80426	20722	37836	148050	25947	5181800
P49006	517.18	1397.5	1261.3	846.05	3020.5	1306.7	1942.6	6992.2	1549.7	227250	517.18	1397.5	1261.3	846.05	3020.5	1306.7	1942.6	6992.2	1549.7	227250
P49189	937.85	1072.3	1559.8	916.04	829.95	1060.1	723.09	6963.5	1128.2	237560	937.85	1072.3	1559.8	916.04	829.95	1060.1	723.09	6963.5	1128.2	237560
P49207	23032	28559	23289	14792	12752	13124	12351	32656	8875.5	1294500	23032	28559	23289	14792	12752	13124	12351	32656	8875.5	1294500
P49257	2814.8	2812.9	2789.3	1599.9	2214.2	2940.4	2254.1	36181	3601.2	1342200	2814.8	2812.9	2789.3	1599.9	2214.2	2940.4	2254.1	36181	3601.2	1342200
P49321	4039.9	4255.4	5056.1	3329.1	4448.5	4209.1	6934.1	31722	3785.5	1062100	4039.9	4255.4	5056.1	3329.1	4448.5	4209.1	6934.1	31722	3785.5	1062100
P49327	1031.1	1656.2	1516	1687.7	13638	2366.4	94228	12180	2176	404260	1031.1	1656.2	1516	1687.7	13638	2366.4	94228	12180	2176	404260
P49368	60483	77385	74100	56904	60270	54197	69863	238410	54833	7766200	60483	77385	74100	56904	60270	54197	69863	238410	54833	7766200
P49411	6508.1	8763.5	11235	6595.5	9296	8345	7689.4	57233	7741.2	2012500	6508.1	8763.5	11235	6595.5	9296	8345	7689.4	57233	7741.2	2012500
P49588	6841.2	8621.1	7218.1	2277.6	4348	14945	9553	36953	6649.5	1129700	6841.2	8621.1	7218.1	2277.6	4348	14945	9553	36953	6649.5	1129700
P49591	9906.1	18220	12255	6560.2	8405.6	9966.3	11115	68955	8952	2251200	9906.1	18220	12255	6560.2	8405.6	9966.3	11115	68955	8952	2251200
P49720	9006.8	8316.8	15278	9346.7	9911.4	9538.5	13156	44933	12061	1570100	9006.8	8316.8	15278	9346.7	9911.4	9538.5	13156	44933	12061	1570100
P49721	9477.1	9315.2	13470	4721	5738.2	5895.9	6451.8	40084	6610.9	1551300	9477.1	9315.2	13470	4721	5738.2	5895.9	6451.8	40084	6610.9	1551300
P49736	15331	20142	24267	44667	27975	26664	26706	77562	30377	2064500	15331	20142	24267	44667	27975	26664	26706	77562	30377	2064500
P49748	2029	4908.9	5119.9	1840.3	3563.2	3695.4	4543.3	19576	3107	750450	2029	4908.9	5119.9	1840.3	3563.2	3695.4	4543.3	19576	3107	750450
Q86TX2;P49753	1543.1	980.42	1539.9	789.14	1346.8	1024.1	1073.3	7740.5	1121.3	311900	1543.1	980.42	1539.9	789.14	1346.8	1024.1	1073.3	7740.5	1121.3	311900
P49755	6165.9	6673.8	8305.3	3784.3	6949	5512.6	3200.9	48129	4789.5	1708200	6165.9	6673.8	8305.3	3784.3	6949	5512.6	3200.9	48129	4789.5	1708200
P49756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49821	2609.3	2530.4	2810.4	883.04	2128.9	1824	962.99	16724	2316.2	655620	2609.3	2530.4	2810.4	883.04	2128.9	1824	962.99	16724	2316.2	655620
P50213	5450.4	7023.1	9634.9	5438.5	9085.3	8159.8	9880.1	54165	10786	1959300	5450.4	7023.1	9634.9	5438.5	9085.3	8159.8	9880.1	54165	10786	1959300
P50238	24557	38548	43356	12643	27859	13084	24654	70947	18657	1571500	24557	38548	43356	12643	27859	13084	24654	70947	18657	1571500
P50395;P31150	16273	28311	21703	14122	24538	15220	57608	67985	15935	2449900	16273	28311	21703	14122	24538	15220	57608	67985	15935	2449900
P50454	74380	83290	70009	27141	31574	22221	51015	211090	38239	8132000	74380	83290	70009	27141	31574	22221	51015	211090	38239	8132000
Q8IZP2;Q8NFI4;P50502	11179	16876	13152	5712.4	7080.4	7760.2	6435.3	56437	8371.2	2175300	11179	16876	13152	5712.4	7080.4	7760.2	6435.3	56437	8371.2	2175300
P50914	7445.3	9509.8	13691	4878	6211	5234.5	10281	25216	7520.2	949370	7445.3	9509.8	13691	4878	6211	5234.5	10281	25216	7520.2	949370
P50990	9676.4	11871	13513	6431.8	9421.4	6839.3	10267	59107	8092.1	2354900	9676.4	11871	13513	6431.8	9421.4	6839.3	10267	59107	8092.1	2354900
P50991	23685	34949	31097	20788	24432	22815	32697	156550	27833	5515000	23685	34949	31097	20788	24432	22815	32697	156550	27833	5515000
P51114;Q06787;P51116	2872.3	3228.3	4342.8	2473.4	4085.8	4755.6	4660.4	30600	5505.9	983030	2872.3	3228.3	4342.8	2473.4	4085.8	4755.6	4660.4	30600	5505.9	983030
P51149	9363	16838	19760	7592.1	10202	14404	11205	112220	14285	4095100	9363	16838	19760	7592.1	10202	14404	11205	112220	14285	4095100
P51571	8640.9	16908	13486	19272	6872.5	7172	10364	27753	8372.6	790650	8640.9	16908	13486	19272	6872.5	7172	10364	27753	8372.6	790650
P51659	1936.1	2252.9	3215.1	1815.2	3744.6	1914.3	3831.4	16385	2938.6	462680	1936.1	2252.9	3215.1	1815.2	3744.6	1914.3	3831.4	16385	2938.6	462680
P51665	4483.6	7028.2	5488.4	3640.8	8282.2	7637.1	7128.8	32948	5867.1	1046500	4483.6	7028.2	5488.4	3640.8	8282.2	7637.1	7128.8	32948	5867.1	1046500
P51858	11359	7765.7	12460	7180.5	9862.5	7887.6	10754	69063	8415.5	2566800	11359	7765.7	12460	7180.5	9862.5	7887.6	10754	69063	8415.5	2566800
P51991	22842	29884	27637	23105	27695	22139	27138	164070	29554	5880200	22842	29884	27637	23105	27695	22139	27138	164070	29554	5880200
P52209	5230.2	12576	14247	8540.1	21194	16072	21718	123600	13665	3949800	5230.2	12576	14247	8540.1	21194	16072	21718	123600	13665	3949800
P52272	19552	23593	32083	12838	21612	23086	31779	206070	25108	7260200	19552	23593	32083	12838	21612	23086	31779	206070	25108	7260200
P52565	2910.9	3099.4	4618.8	2355.6	4718.8	16374	11802	27136	4277	938300	2910.9	3099.4	4618.8	2355.6	4718.8	16374	11802	27136	4277	938300
P52566	19886	24985	45811	20614	57463	17006	17481	75266	17900	2589400	19886	24985	45811	20614	57463	17006	17481	75266	17900	2589400
P52597	21313	24457	25603	16061	25308	17664	24392	164000	36792	6104400	21313	24457	25603	16061	25308	17664	24392	164000	36792	6104400
P52789	321.67	732.16	350.41	747.68	786.34	658.37	739.53	4259.4	499.49	170820	321.67	732.16	350.41	747.68	786.34	658.37	739.53	4259.4	499.49	170820
P52815	1004.7	1148	909.7	735.92	685.32	793.09	599.55	9985.6	1140.1	424660	1004.7	1148	909.7	735.92	685.32	793.09	599.55	9985.6	1140.1	424660
P52888	1409.7	1724.6	1727	1186.5	1703.2	980.56	2820.6	8495.4	1044.3	383290	1409.7	1724.6	1727	1186.5	1703.2	980.56	2820.6	8495.4	1044.3	383290
P52907	3183.5	3580.3	4278.4	2122.1	3207.2	2921.9	4501.2	11116	2873.2	437370	3183.5	3580.3	4278.4	2122.1	3207.2	2921.9	4501.2	11116	2873.2	437370
P53396	2413.5	2638.9	2961.6	1548.1	1568.3	2501.5	2965.5	20113	2773.4	779590	2413.5	2638.9	2961.6	1548.1	1568.3	2501.5	2965.5	20113	2773.4	779590
P53597	6865.2	9728.2	8533.2	5480	16712	4910.5	8616.5	43582	6869.9	1454800	6865.2	9728.2	8533.2	5480	16712	4910.5	8616.5	43582	6869.9	1454800
P53618	3618.8	4802.4	5783	1754	3864	3577.3	4944.9	31879	5131.6	1043600	3618.8	4802.4	5783	1754	3864	3577.3	4944.9	31879	5131.6	1043600
P53621	16040	23624	23805	12016	19992	17935	19608	105970	18230	3805700	16040	23624	23805	12016	19992	17935	19608	105970	18230	3805700
P53680	5526.5	6092.6	7311.6	2518.7	6291.8	3527.6	6977.1	28370	6094.2	1165100	5526.5	6092.6	7311.6	2518.7	6291.8	3527.6	6977.1	28370	6094.2	1165100
P53999	1942.4	2494	2448.9	1189.9	986.73	1132.8	1432.7	7090.8	1995.5	260690	1942.4	2494	2448.9	1189.9	986.73	1132.8	1432.7	7090.8	1995.5	260690
P54136	9801.8	13866	13693	8908.2	17780	10243	22370	77409	12958	2836300	9801.8	13866	13693	8908.2	17780	10243	22370	77409	12958	2836300
P54577	10725	13840	16045	7057.8	17152	9981.2	20427	82836	14201	2579000	10725	13840	16045	7057.8	17152	9981.2	20427	82836	14201	2579000
P54578	2710.5	2965.3	3541.2	1665.2	2523.7	3494.8	2198.5	13740	2468.1	448470	2710.5	2965.3	3541.2	1665.2	2523.7	3494.8	2198.5	13740	2468.1	448470
P54727;P54725	3772.7	5543.3	4003	4320.6	3715.7	3662.4	3150.4	39030	4442.7	1445500	3772.7	5543.3	4003	4320.6	3715.7	3662.4	3150.4	39030	4442.7	1445500
P54819	1766.4	3773.6	3042.3	2269.9	2704.5	2103.9	4196.1	19467	4322.5	675690	1766.4	3773.6	3042.3	2269.9	2704.5	2103.9	4196.1	19467	4322.5	675690
P54886	11944	12097	22107	6616.7	11829	9461.9	8262.8	65782	11507	2434200	11944	12097	22107	6616.7	11829	9461.9	8262.8	65782	11507	2434200
P54920	1346	1572.5	1119.6	0	734.45	652.31	1399.8	10908	1434.8	437450	1346	1572.5	1119.6	0	734.45	652.31	1399.8	10908	1434.8	437450
P55036;A2A3N6	8619.6	7951.5	9500.7	13252	12588	7108.3	12286	29412	9589.3	1043100	8619.6	7951.5	9500.7	13252	12588	7108.3	12286	29412	9589.3	1043100
P55060	4613.3	6468.7	3720.2	1685.2	3340.6	4065.9	3360.7	25120	3394.1	694900	4613.3	6468.7	3720.2	1685.2	3340.6	4065.9	3360.7	25120	3394.1	694900
P55072	56799	79044	81291	43526	58662	55873	63115	370910	52102	12908000	56799	79044	81291	43526	58662	55873	63115	370910	52102	12908000
P55084	3749	4739.3	4846.1	3054.2	7343.6	2734.5	3101.1	20433	2511.2	637290	3749	4739.3	4846.1	3054.2	7343.6	2734.5	3101.1	20433	2511.2	637290
P55145	1834.4	2996.9	2166.5	1427.3	2740.5	2900.6	2371.1	27218	1722.8	980010	1834.4	2996.9	2166.5	1427.3	2740.5	2900.6	2371.1	27218	1722.8	980010
P55209;Q99733	19568	44446	59252	14072	27004	11603	18664	62807	14438	2232100	19568	44446	59252	14072	27004	11603	18664	62807	14438	2232100
P55735	3903.6	5167.1	7025.6	2764.3	5717.8	4839.6	10402	31741	5862.2	1146200	3903.6	5167.1	7025.6	2764.3	5717.8	4839.6	10402	31741	5862.2	1146200
P55769	14423	22540	18576	11498	14329	15834	14704	101890	17143	3400600	14423	22540	18576	11498	14329	15834	14704	101890	17143	3400600
P55795	0	318.19	350.01	0	0	0	0	1798	0	56180	0	318.19	350.01	0	0	0	0	1798	0	56180
P55809	2277.9	2846.8	4108.2	538.57	1258.2	1292.7	1388.1	19160	2065	701030	2277.9	2846.8	4108.2	538.57	1258.2	1292.7	1388.1	19160	2065	701030
P55884	17112	25327	25350	16759	23554	18789	19032	139380	20893	5251400	17112	25327	25350	16759	23554	18789	19032	139380	20893	5251400
P56537	1018.1	1903.8	1666.4	1514.8	1925	1769.9	11780	16417	1649.8	428400	1018.1	1903.8	1666.4	1514.8	1925	1769.9	11780	16417	1649.8	428400
P58546	589.72	752.06	689.9	304.8	360.96	450.67	377.19	2674.2	625.82	106740	589.72	752.06	689.9	304.8	360.96	450.67	377.19	2674.2	625.82	106740
P59998	6493.5	8277	9863.6	4341.7	6634.5	5515.9	5641.3	45077	6748.4	1824900	6493.5	8277	9863.6	4341.7	6634.5	5515.9	5641.3	45077	6748.4	1824900
P60174	49062	65276	101250	32354	52842	54432	98249	487130	109820	17537000	49062	65276	101250	32354	52842	54432	98249	487130	109820	17537000
P60228	9177.7	12784	15620	9062.3	15969	12383	20402	89028	15483	3314900	9177.7	12784	15620	9062.3	15969	12383	20402	89028	15483	3314900
P60468	6330.2	9980.9	8980.4	4704.5	10427	5730.9	6084.1	53845	7840.1	1875700	6330.2	9980.9	8980.4	4704.5	10427	5730.9	6084.1	53845	7840.1	1875700
P60660;P14649	23201	21634	26285	8090.5	7381.1	11492	10676	103160	14335	3852100	23201	21634	26285	8090.5	7381.1	11492	10676	103160	14335	3852100
P60709;Q6S8J3;A5A3E0;P0CG38;Q562R1;P0CG39;Q9BYX7	411320	503880	526260	151570	154610	176960	208910	2328800	268150	97013000	411320	503880	526260	151570	154610	176960	208910	2328800	268150	97013000
P60763;P63000;P15153	11641	13244	14862	6559.3	6796	8261.1	8109.4	67137	8413	2478700	11641	13244	14862	6559.3	6796	8261.1	8109.4	67137	8413	2478700
P60842;Q14240	55070	65830	60816	34332	42220	43425	71035	341710	48577	11682000	55070	65830	60816	34332	42220	43425	71035	341710	48577	11682000
P60866	2789.6	2526.2	2917.3	2646.3	2570	2634	2558.6	10929	2701.1	356670	2789.6	2526.2	2917.3	2646.3	2570	2634	2558.6	10929	2701.1	356670
P60900	10368	13651	17235	10562	15283	12190	17163	94727	12334	2956700	10368	13651	17235	10562	15283	12190	17163	94727	12334	2956700
P60903	2616.5	2948	4775	5257.7	5614	2450.8	8088.5	41389	6252.2	1579300	2616.5	2948	4775	5257.7	5614	2450.8	8088.5	41389	6252.2	1579300
P60953	4815.7	5759.8	7472.3	3732.9	5393.4	6573.2	7512.8	43674	4644.7	1153700	4815.7	5759.8	7472.3	3732.9	5393.4	6573.2	7512.8	43674	4644.7	1153700
P60981	6997.4	8008.4	8030	3754.9	4549.1	5480.9	5955.4	38698	5792.3	1115900	6997.4	8008.4	8030	3754.9	4549.1	5480.9	5955.4	38698	5792.3	1115900
P61006	842.21	3943.9	1458.4	1066.5	1016.1	764	687.12	8665.7	1223.3	292250	842.21	3943.9	1458.4	1066.5	1016.1	764	687.12	8665.7	1223.3	292250
P61009	1131.5	1330.6	1569.5	893.97	3145.8	1641.9	1804.3	7183.8	1342.2	221670	1131.5	1330.6	1569.5	893.97	3145.8	1641.9	1804.3	7183.8	1342.2	221670
P61019;Q8WUD1	19536	24861	28234	14439	20291	17653	23743	138330	23559	4477000	19536	24861	28234	14439	20291	17653	23743	138330	23559	4477000
