Protein IDs	Reporter intensity corrected 0 MS3_1	Reporter intensity corrected 1 MS3_1	Reporter intensity corrected 2 MS3_1	Reporter intensity corrected 3 MS3_1	Reporter intensity corrected 4 MS3_1	Reporter intensity corrected 5 MS3_1	Reporter intensity corrected 6 MS3_1	Reporter intensity corrected 7 MS3_1	Reporter intensity corrected 8 MS3_1	Reporter intensity corrected 9 MS3_1	Reporter intensity corrected 0 MS3_2	Reporter intensity corrected 1 MS3_2	Reporter intensity corrected 2 MS3_2	Reporter intensity corrected 3 MS3_2	Reporter intensity corrected 4 MS3_2	Reporter intensity corrected 5 MS3_2	Reporter intensity corrected 6 MS3_2	Reporter intensity corrected 7 MS3_2	Reporter intensity corrected 8 MS3_2	Reporter intensity corrected 9 MS3_2	Reporter intensity 0 MS3_1	Reporter intensity 1 MS3_1	Reporter intensity 2 MS3_1	Reporter intensity 3 MS3_1	Reporter intensity 4 MS3_1	Reporter intensity 5 MS3_1	Reporter intensity 6 MS3_1	Reporter intensity 7 MS3_1	Reporter intensity 8 MS3_1	Reporter intensity 9 MS3_1	Reporter intensity 0 MS3_2	Reporter intensity 1 MS3_2	Reporter intensity 2 MS3_2	Reporter intensity 3 MS3_2	Reporter intensity 4 MS3_2	Reporter intensity 5 MS3_2	Reporter intensity 6 MS3_2	Reporter intensity 7 MS3_2	Reporter intensity 8 MS3_2	Reporter intensity 9 MS3_2
sp|P46638|RB11B_MOUSE;sp|P62492|RB11A_MOUSE	3814.1	4361.7	3441.2	3165.6	4054.4	3267.7	4224.9	232.08	4080.3	90845	5164.3	5167.9	4259.7	3720.1	4105.9	3980.1	4600.4	0	3932.8	94763	3607.7	4113.5	3490.7	3294.4	4080.5	3386.2	4288.4	1996.7	4032.2	85539	4883.3	4873.7	4335.3	3833.5	4160.4	4085.5	4640.8	1300.7	3871.7	89208
sp|P46664|PURA2_MOUSE	0	0	0	393.01	450	939.55	0	190.11	0	5685	0	0	0	236.47	813.84	295.16	274.51	0	0	7873.8	0	0	0	382.71	423.72	918.68	0	246.82	0	5357.5	0	0	0	229.31	769.95	301.91	297.81	0	0	7490.3
sp|P46935|NEDD4_MOUSE	2965.1	2221.4	2210.5	0	192.61	0	2052.6	180.56	2976.4	36985	1321.2	766.67	1334.5	0	0	0	2496.4	0	1103.5	24596	2802.9	2085.8	2221.7	0	244.39	0	2025.4	826.39	2897.7	34824	1250.2	719.88	1330.2	0	0	0	2383.1	0	1121.6	23160
sp|P46978|STT3A_MOUSE	7213.7	7675.9	6758.8	2402.6	2997.8	3913.9	6468.8	0	4941.3	124700	2770.3	3467.5	1883.1	1347.6	1423.9	1453.1	1980.3	0	2018.6	45975	6824.3	7221.1	6792.4	2776.3	3281.4	4020.6	6376.2	1956.3	4909.7	117380	2618.1	3263.5	1942.6	1493.8	1480	1507.2	1990.1	868.05	1990.1	43280
sp|P47713|PA24A_MOUSE	840.72	1036.3	964.77	2585.2	2387.2	2348.6	645.08	84.807	938.84	33923	0	0	0	0	0	0	0	0	0	0	796	987.79	974.58	2550.2	2314.2	2400.1	730.35	1068.6	913.89	31945	0	0	0	0	0	0	0	0	0	0
sp|P47738|ALDH2_MOUSE;sp|Q62148|AL1A2_MOUSE;sp|Q9JHW9|AL1A3_MOUSE;sp|Q9CZS1|AL1B1_MOUSE	41352	38999	40383	13323	10758	14080	21651	0	23682	550510	25213	24228	23146	10471	10721	10498	14855	0	14760	354730	39123	36695	40377	15123	12675	14782	21562	10986	23281	518250	23849	22809	23281	11426	11564	10989	14920	5793.8	14519	333940
sp|P47753|CAZA1_MOUSE	2304.6	1378	1889.6	4572.6	3985.5	4787.1	2450	0	2444.1	65975	0	0	0	0	0	0	0	0	0	0	2179.2	1320	1949.4	4503.4	3899	4847.7	2567.4	976.21	2411.8	62114	0	0	0	0	0	0	0	0	0	0
sp|P47754|CAZA2_MOUSE	2514.5	2428.6	3290.1	1648.9	1442.1	1475.3	2407.6	0	1830.4	55511	3700.9	3639.9	3811.9	3493.9	4036.1	3191.2	4512.7	0	5012.1	88858	2380.5	2289.7	3247.5	1722.2	1557.8	1555.1	2388.5	969.23	1830.6	52255	3502.4	3437.7	3835.6	3591.5	4089.9	3332.5	4584.4	1966.1	4908	83657
sp|P47757|CAPZB_MOUSE	1737.3	1767.3	2201.9	2946.5	2151	2122.2	1404.6	0	1847.9	52155	812.43	1414.8	805.5	1739.7	1877.2	1623.7	1860.9	172.47	1814.8	38164	1644.3	1674.3	2188.4	2940.1	2175.4	2208	1469	717.46	1789.4	49099	768.74	1335.9	824.58	1764.6	1841.4	1679.8	1893.7	872.79	1792.6	35927
sp|P47758|SRPRB_MOUSE	902.66	480.87	652.61	683.24	848.52	941.36	442.76	0	545.88	20670	967.2	969.58	870.02	875.85	415.5	523.33	873.21	151.48	306.01	15606	853.21	455.42	669.89	688.82	843.87	959.18	457.88	0	534.25	19463	914.86	915.39	876.94	899.35	427.53	540.53	851.34	447.52	310.73	14699
sp|P47802|MTX1_MOUSE	0	0	0	0	0	0	0	0	0	3271.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3271.3	0	0	0	0	0	0	0	0	0	0
sp|P47911|RL6_MOUSE	71852	64285	64400	59233	59621	63919	45954	88.287	44539	1210400	23147	21751	20788	18371	18228	19141	14853	0	15876	366550	67962	60699	65192	61179	60591	65148	47395	24257	43994	1139400	21895	20528	21030	19054	18545	19516	15266	6675.2	15621	345050
sp|P47915|RL29_MOUSE	4879.5	4710.3	5466.6	3883.5	3275.9	3976	3477.2	0	3080.5	87492	511.83	300.02	338.25	267.99	0	0	0	0	0	4731.2	4619.5	4445	5444.4	4039.4	3420.5	4094	3519	2310.9	3056.4	82380	483.67	283.23	346.43	272.81	0	0	0	0	0	4455
sp|P47955|RLA1_MOUSE	4756.5	4884.4	4549.3	3338.1	3652	3891.7	3266.5	0	3259	96895	1879.9	1338.1	1881.4	2417.2	1934.6	2144.5	2222.6	0	2987.6	39729	4500.1	4605.3	4581.1	3530.7	3753.6	3997.5	3343.3	2120.3	3216	91215	1778.9	1270.2	1895.6	2411.7	1964.9	2208.8	2269.6	1213.1	2915.4	37408
sp|P47962|RL5_MOUSE	5763.3	7527.3	6069.9	13699	11934	12309	4738.7	0	7697	192250	6076.5	5645.9	5865.4	8764.2	8257.9	9740.6	5264	62.997	5038.3	138190	5454.7	7135.9	6130.5	13667	11666	12584	5221.8	4212.1	7469.1	180990	5749.2	5351.2	5941.9	8824.2	8196.3	9851.9	5458.1	3575.7	4980.9	130110
sp|P47963|RL13_MOUSE	18432	15483	18474	16409	16703	17539	11997	135.08	10713	338530	9826.5	8267.4	7482.2	8828.3	8453.5	7569.1	5080.3	0	7565.4	150780	17442	14632	18548	16805	16987	17842	12385	5443.7	10625	318630	9289.6	7813.1	7674.5	9010.2	8476	7792.2	5344.9	2604.7	7359.4	142150
sp|P47964|RL36_MOUSE	2007.7	1590.8	1593.2	1803.3	1665.9	1647	1004.7	0	1298.2	37920	0	0	0	0	0	0	0	0	0	0	1898.2	1504	1627.8	1836.1	1677.2	1697.4	1062.5	345.19	1268.5	35685	0	0	0	0	0	0	0	0	0	0
sp|P48024|EIF1_MOUSE;sp|Q9CXU9|EIF1B_MOUSE	735.57	681.71	980	652.13	954.56	258.85	935.75	139	834.11	21191	326	547.87	635.57	678.37	1002.3	1036.2	1205.8	0	941.55	20184	696.95	643.82	972.41	665.08	969.83	309.86	950.63	693.65	827.33	20130	308.61	518.3	621.83	688.22	977.1	1041.4	1210.4	378.33	927.46	19005
sp|P48036|ANXA5_MOUSE	45417	39235	45230	45285	43530	47835	12833	118.94	17813	726550	61616	60959	59900	62882	63535	65027	25370	495.77	27243	1038600	42969	37098	45476	46149	43821	48496	14619	15657	17354	683950	58299	57597	60387	64482	63723	66048	27709	18634	26801	977730
sp|P63328|PP2BA_MOUSE;sp|P48453|PP2BB_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3341.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3341.7
sp|P48678|LMNA_MOUSE	74903	74052	70139	102630	104490	108440	82407	4240.6	89060	1874500	82345	69902	64556	99975	111500	103070	77123	247.76	82511	1772100	70858	70118	71253	103690	103670	110360	85042	46382	87593	1764800	77851	66199	66511	100860	109870	104960	80261	39894	81147	1668600
sp|P48771|CX7A2_MOUSE	2638.6	2345.6	2210.9	1967.3	2603	2900.1	1457.1	0	1656.6	52767	2486.4	1982.5	1745.2	2109.9	2641.5	1435.2	1157.4	0	1430.6	37303	2495.2	2213.7	2253.5	2058	2602.3	2919.2	1543.7	1008	1626.1	49669	2350	1873.5	1808.1	2147.8	2606.9	1520.1	1256.8	247.32	1400	35123
sp|P48962|ADT1_MOUSE	8514.7	7666	8467.8	2393.9	3178.1	2244	7483.8	20.825	7286.2	135810	4063.8	3288	3147.5	770.12	756.27	1242.1	3408.1	0	2897.5	52851	8056.9	7211.7	8472.6	2756	3570.4	2447.8	7405.7	2896.6	7197.7	127850	3840.6	3091.8	3197.8	822.2	890.75	1290.3	3327.8	407.52	2859.5	49757
sp|P49312|ROA1_MOUSE	23513	20964	21573	16240	18077	18100	31238	0	31170	493880	10679	10297	12652	7895.4	7770.1	9514.5	17802	0	16808	236740	22242	19773	21787	16993	18737	18663	31147	9490.7	30758	464960	10112	9713.9	12584	8272.9	8281.7	9741.9	17611	4198.1	16610	222850
sp|P49710|HCLS1_MOUSE	0	0	0	7444.2	8358.5	8416	156.18	357.35	668.97	58128	0	0	0	4666.8	4650.3	3806.5	0	61.101	0	36232	0	0	0	7204.7	7873.2	8396.5	262.62	2087.9	638.33	54735	0	0	0	4493.1	4378.8	3849.7	0	1028.5	0	34118
sp|P49717|MCM4_MOUSE	0	0	0	298.19	262.18	318.16	994.96	0	1538.3	19906	259.82	0	0	0	248.33	250.33	1386.8	0	824.85	12192	0	0	0	283.18	254.65	315.32	974.35	0	1494.8	18744	244.88	0	0	0	247.74	250.23	1341.5	0	837.71	11480
sp|P49718|MCM5_MOUSE	0	0	0	0	0	0	0	0	0	7769.2	0	0	0	0	493.61	371.81	355.19	0	0	5624	0	0	0	0	0	0	0	0	0	7769.2	0	0	0	0	469.48	362.02	358.47	0	0	5295.7
sp|P49722|PSA2_MOUSE	1231.8	1791	1032.5	2296	3051	2684	1700.7	0	1285.9	39648	506.48	1215.3	630.42	1669.9	1186.3	1276.1	685.6	0	816.62	23586	1164.8	1694.8	1069.2	2327.4	2957.5	2710.6	1784.6	846.62	1273.8	37328	479.72	1150.6	633.54	1657.7	1163.9	1314.1	719.01	398.14	800.2	22203
sp|P49817|CAV1_MOUSE	2667.3	2795.8	2788.4	69.624	369.43	0	2555.6	0	2187.8	40641	877.01	1658.3	1338.5	334.95	342.69	638.55	1991	0	911.58	22335	2524.4	2625.6	2775.3	236.76	548.28	0	2486.3	772.33	2174.3	38258	831.61	1559	1312.2	429.56	428.84	655.5	1917.9	309.48	945.24	21022
sp|P50247|SAHH_MOUSE	3774.6	4177	4129.3	9466.7	9363	9850.8	11100	0	9373	196760	3104.3	2556.1	1985.1	4938	5154.1	4735.3	8606.6	279.59	6213.5	100590	3573.1	3973.8	4174.8	9403.4	9208.2	10033	11168	3537.1	9311.9	185670	2933.2	2425	2095.6	4888.7	5084.5	4842.8	8529.5	2310.3	6190.8	94700
sp|P50429|ARSB_MOUSE	299.63	398.92	501.21	0	787.47	443.02	1239.7	0	596.83	11088	0	0	0	347.97	0	0	433.41	0	785.25	7477.7	284.28	374.58	497.46	0	788.01	439.61	1222.5	0	616.15	10440	0	0	0	330.46	0	0	430	0	759.88	7041.2
sp|P50431|GLYC_MOUSE	865.91	606.62	487.76	1276.8	1766.4	1948.7	1515.5	0	1303.8	24001	0	0	0	0	0	0	0	0	0	0	817.95	576.87	528.07	1280.9	1713.3	1938.7	1548.9	393.82	1295.5	22590	0	0	0	0	0	0	0	0	0	0
sp|P50516|VATA_MOUSE	3766.1	3605.9	4740.2	5241	5970.1	5755.7	2337.1	29.402	1834.1	87584	1396.3	1989.6	1484.4	2486.8	2571.8	2007.4	976	0	462.61	37030	3567.3	3415.7	4725.3	5289.8	5934	5827	2539.7	1509.4	1815.9	82570	1321.6	1880.5	1488.3	2515.3	2522.6	2058.7	1007.7	0	460.73	34868
sp|P50518|VATE1_MOUSE;sp|Q9D593|VATE2_MOUSE	4144.1	3547.9	2780.8	3613.2	3242.8	3235.3	1155.8	0	962.64	59702	2321.7	1540.3	1294.5	1546	2149.1	2132.6	1242.9	37.164	898.92	23893	3916.3	3351.9	2880.2	3699.9	3233.8	3324.1	1259.4	1016.2	958.03	56203	2193.1	1455.1	1371.3	1596.4	2117.3	2130.2	1299.3	838.43	901.55	22499
sp|P50543|S10AB_MOUSE	410.42	519.79	505.31	383.72	0	0	0	57.075	562.62	8264.7	3306.4	4046.1	4296.1	1547.2	1327.5	1498.9	3123.2	44.63	2059	50472	388.72	490.25	497.18	396.13	0	0	0	304.07	531.27	7783.5	3132.4	3808	4236	1740.4	1546.8	1577.8	3063.8	1344.4	2076.7	47520
sp|P50544|ACADV_MOUSE	5116	4094.8	4769.2	1758.2	2327.3	2303.2	7798.5	123.78	8732.6	127680	4880.4	4953	4906.7	1690.5	1782.4	1500.2	7179.1	87.192	6776	97879	4837.7	3851.8	4801.9	1895.5	2476.8	2412.6	7701.1	1422.7	8576.8	120300	4618.2	4660.3	4911.1	1866.7	1955.4	1602.6	7037.5	1332.7	6675.1	92290
sp|P50580|PA2G4_MOUSE	4585	3929.9	3901.1	10866	12745	13525	5907.7	0	6778.1	177660	4690.6	3748.5	3866	11987	11126	9850.7	6889.2	0	6864.6	156920	4336.1	3750.1	4041.5	10776	12316	13575	6365.7	2959.7	6632.2	167240	4434	3579.8	4008.8	11771	10802	10122	7215.4	2673.3	6743.5	147720
sp|P50637|TSPO_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P51150|RAB7A_MOUSE	10875	10908	11360	7379.8	8212.6	8033.7	9972.2	676.8	11871	225370	13918	13699	11342	9379.6	10918	10310	12437	0	13971	240390	10292	10284	11376	7803.2	8546.7	8337.4	10118	6018.6	11633	212200	13161	12916	11566	9909.3	11128	10585	12629	4887.5	13720	226290
sp|P51174|ACADL_MOUSE	2928.1	2904	3605.2	2320.3	2243.3	1926.2	4518.1	208.6	4966.7	72670	1614.4	2023.9	1115.4	1037.5	558.41	1136.3	3552.1	0	2490.8	48195	2771.4	2738.1	3546.6	2411.7	2341	2024.8	4502.1	1539.7	4881.7	68426	1525.8	1906.3	1148.5	1106.4	599.49	1179.8	3442.9	330.08	2465.4	45427
sp|P51410|RL9_MOUSE	1119.8	956.77	810.04	1329	1288.8	1324.5	334.14	144.16	396.88	19966	6894.3	7427.9	7595.9	9043.8	9364	9168	5829	0	6607.4	153540	1058.5	905.95	808.16	1341.8	1266.2	1350.6	362.82	500.08	388.94	18804	6526.4	7026.1	7623.3	9189.3	9349	9339.9	6124.5	3718.6	6486.5	144620
sp|P51660|DHB4_MOUSE	936.18	750.13	616.61	251.74	830.44	403.39	675.01	0	1043.6	18959	387.57	0	767.94	274.99	240.44	399.38	0	0	0	9087.1	884.66	705.78	609.3	264.93	828.26	403.82	683.62	335.38	1014.1	17923	366.41	0	744.49	267.56	254.07	399.46	0	0	0	8642.3
sp|P51859|HDGF_MOUSE;sp|Q3UMU9|HDGR2_MOUSE	1424.6	1946.9	1567.8	4107.7	3885.4	4058.4	3270.7	0	2997.7	64627	1202	1073.6	750.33	1974.2	2956.8	2113.1	2432.9	46.594	2023.9	38689	1346.7	1848.4	1593.6	4084.9	3797.1	4135	3351.3	971.18	2969.4	60843	1135.7	1014.3	777.74	1969.1	2862.5	2158.9	2490.5	811.99	2014.3	36431
sp|P51863|VA0D1_MOUSE	3479	4276.9	4266.8	1600.2	2391.7	2945.8	1829.4	60.956	928.59	65084	1375.7	1413.5	1029.5	952.1	1706.5	1168.2	0	0	0	24285	3295	4025	4227.1	1739.4	2473.4	2950	1800.5	1286.7	921.67	61283	1300.4	1332.6	1058.3	1009.2	1667.7	1186.9	0	0	0	22867
sp|P51881|ADT2_MOUSE	36237	33653	35760	40625	36591	35961	26728	10.155	24417	719590	29201	25639	25208	35666	38068	41159	24340	0	21606	572490	34287	31831	36027	41212	36941	37003	27617	10647	24190	677290	27617	24268	25744	36097	37676	41433	25360	8307.7	21420	538910
sp|P51912|AAAT_MOUSE	898.69	853.32	1104.6	1382.4	1877	1853.4	0	0	0	20090	685.02	734.23	825.12	1312.5	1337.6	1366.5	581.99	0	0	18141	849.48	806.07	1106.3	1394.7	1832.7	1851.4	0	0	0	18917	648.73	696.9	827.65	1313.2	1315.9	1384.3	612.76	0	0	17082
sp|P52480|KPYM_MOUSE;sp|P53657|KPYR_MOUSE	33022	31694	31673	290860	296010	294550	71228	88.111	76510	2814100	23783	23668	20054	221600	226400	216240	59622	0	64488	2070600	31237	31363	34748	282890	281610	296330	83406	68474	75245	2649200	22491	23441	21662	215370	215220	217870	68833	46013	63424	1949100
sp|P52503|NDUS6_MOUSE	490.93	619.36	866.9	757.73	559.89	614.93	470.41	0	426.89	15414	0	0	0	0	0	0	0	0	0	0	465.95	585.87	847.37	767.27	585	642.54	481.94	370.61	423.06	14512	0	0	0	0	0	0	0	0	0	0
sp|P52927|HMGA2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P53026|RL10A_MOUSE	23490	24572	23079	17608	21060	18605	14706	0	15257	409670	7801	8959.6	9276.9	6286.4	7680.1	8113.9	6504.9	0	5552.8	142760	22226	23173	23227	18520	21401	19068	15290	7382.6	15031	385620	7387.3	8448.6	9234.7	6639.5	7870.6	8201.1	6651.8	3153.1	5519.3	134390
sp|P53395|ODB2_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1535
sp|P53810|PIPNA_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	299.87	256.75	816.47	609.77	654.37	18.526	490.68	7443.9	0	0	0	0	0	0	0	0	0	0	0	0	290.73	253.63	795.6	602.06	669.39	265.79	491.09	7009.7
sp|P53986|MOT1_MOUSE	2277.2	1845.2	2001.9	2123.4	2305.8	2771.8	1487.6	28.187	1259.1	42647	592.4	918.21	705.52	959.74	921.2	914.4	926.44	0	401.46	17144	2153.8	1744.7	2033.8	2173.7	2310.2	2794	1547.3	1324	1252.1	40155	560.98	867.63	706.56	982.17	921.68	936.98	928.41	366.34	418.38	16138
sp|P53994|RAB2A_MOUSE;sp|P59279|RAB2B_MOUSE	2748.5	1496.7	2235.8	1547.6	1760.4	1555.2	1796	0	2828.9	51929	2700.1	1692.5	2188.4	2084.8	2047.8	2035.8	2846.2	0	2839.2	54495	2598.9	1412	2275	1580.8	1815.3	1635.7	1834.8	1302.1	2747.5	48895	2553.1	1601.1	2232.2	2115.9	2094	2103.8	2858.7	846.09	2789.6	51295
sp|P53996|CNBP_MOUSE	706.12	812.79	523.88	1386.3	1367.1	1250	878.73	337.63	823.27	19660	505.06	361.33	435.52	505.55	593.99	336.97	486.42	0	320.87	9756.1	667.49	771.08	547.4	1386.2	1330.6	1284.6	916.41	966.41	814.67	18520	477.65	342.16	444.28	507.57	591.74	358.81	495.76	258.52	323.62	9185.3
sp|P54071|IDHP_MOUSE	4220.8	4322.1	3461.1	17606	21385	18960	35666	0	36851	454110	3454.1	3371.9	2776.3	12702	13204	11865	22768	50.713	22613	269180	3989.2	4158.7	3687.7	17279	20807	19495	35652	9067.1	36311	427470	3265.9	3232.8	2912.9	12459	12916	12223	22712	5472.1	22319	253420
sp|P54103|DNJC2_MOUSE	0	0	0	0	0	0	0	0	0	1633.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1633.2	0	0	0	0	0	0	0	0	0	0
sp|P54227|STMN1_MOUSE	0	0	389.19	2463.6	1818.4	2359.5	1742.2	161.33	2652	37275	0	429.27	0	1211.2	3284.2	3461.7	1426.2	0	1168.5	20367	0	0	375.67	2377.5	1760.7	2407	1802	960.59	2578.2	35093	0	407.26	0	1232.1	3112.4	3364.4	1533.9	0	1163.9	19178
sp|P54728|RD23B_MOUSE;sp|P54726|RD23A_MOUSE	2555.4	3645.1	1862	5665.9	6575.5	6957.6	3810.3	0	3170.9	99327	1143.4	934.62	760.42	3094.6	3391.4	3018.5	1195.9	0	1361	35230	2415.5	3454.9	1930.7	5715	6354.8	7001.7	3993.9	1486.6	3143.2	93502	1080.6	895.21	815.79	3044.4	3255.4	3050.3	1327.3	631.1	1335.9	33160
sp|P54775|PRS6B_MOUSE	2243	1608.1	2156.2	3609.4	4467.5	3836.1	2058.8	135.75	2201.6	62187	395.09	735.91	493.38	349.66	967.63	790.22	419.77	0	364.69	14319	2122.2	1530.5	2199.9	3587.5	4363.2	3904.2	2215.2	1529.9	2166.2	58557	374.22	692.99	491.64	384.17	946.15	789.48	432.2	0	362.17	13483
sp|P54822|PUR8_MOUSE	0	0	0	0	236.47	285.08	0	0	0	4591.5	278.9	344.46	522.16	1006.7	1522.5	1205.6	666.94	0	963.87	16266	0	0	0	0	222.67	278.1	0	0	0	4323.5	264.82	329.18	518.64	996.42	1474.2	1208.4	710.49	0	938.45	15317
sp|P54823|DDX6_MOUSE	293.26	0	425.54	247.38	0	246.87	424.37	0	803.68	10045	0	0	0	0	0	0	0	0	0	0	278	0	416.48	238.89	0	263.3	421.98	0	776.9	9458.6	0	0	0	0	0	0	0	0	0	0
sp|P55264|ADK_MOUSE	0	0	269.32	1007.7	714.2	0	0	0	501.27	11444	707.69	1386.7	899.17	1788.7	1808.8	1822.1	2989	23.49	2088.5	33822	0	0	254.9	956.97	688.88	0	0	0	473.34	10776	670.38	1312.2	907.77	1812.6	1797.7	1862.7	2961.2	859.83	2098.9	31842
sp|P55302|AMRP_MOUSE	3462.6	3093.1	3103.7	2809.2	2687.9	2704.5	5183.3	46.467	6338.6	99864	0	0	0	0	0	0	0	0	0	0	3274	2918.3	3145.5	2872	2744.9	2818.9	5171.8	2829.4	6205.3	94031	0	0	0	0	0	0	0	0	0	0
sp|P55821|STMN2_MOUSE	0	0	0	0	0	479.02	865.92	0	592.51	8000.5	0	0	0	345.95	0	385.02	311.06	0	355.65	7035.1	0	0	0	0	0	467.83	832.36	0	596.23	7533.5	0	0	0	334.73	0	392.6	302.91	0	349.03	6624.4
sp|P56135|ATPK_MOUSE	1647.5	2247.4	2085.9	1816.7	2207.7	2096.2	2103.6	0	2010.6	40469	2096.8	1661.8	1783.3	2085.9	2845.5	2738.9	3162.5	0	2341	48955	1560.6	2120.6	2076.4	1896.1	2231.7	2136.5	2143.7	1142.4	1987.8	38102	1982.9	1572.3	1827.3	2126.4	2828.6	2764.7	3181.4	864.95	2344.7	46079
sp|P56382|ATP5E_MOUSE	2353.5	1791.3	1960.9	526.63	645.03	863.73	1131.7	0	922.14	28371	330.17	645.19	773.93	326.78	0	375.02	954.48	0	569.19	13363	2225.5	1685	1981.9	623.33	738.96	890.94	1122.8	705.9	918.76	26711	314.09	607.68	746.11	355.74	0	394.22	915.19	0	577.96	12583
sp|P56391|CX6B1_MOUSE	2593.5	1658	1580	680.09	1700.4	1044.1	1273.6	0	867.93	29902	2204.6	1505.6	1595.1	2033.8	1196.7	1783.9	1151.1	0	1080.1	36517	2450.3	1560.7	1649.3	707.96	1688.7	1060.9	1305.8	0	859.35	28157	2083.9	1422.7	1618	2052	1232.5	1814.1	1151.3	0	1053.3	34484
sp|P56395|CYB5_MOUSE	4403.1	4525.4	4901.7	2475.6	2281.3	2289	968.77	39.578	1151.2	59042	2335.2	2141.3	2427	1397.4	1571.9	939.95	310.98	0	539.53	30203	4168.3	4263.3	4872.5	2664	2451.4	2385.7	1037.6	1557.1	1128.1	55596	2210.1	2018.6	2425.8	1472.9	1628	1006.8	349.16	881.92	522.66	28438
sp|P56399|UBP5_MOUSE	769.68	608.31	549.69	1286.4	1799.3	1237.7	904.68	0	1075	27459	668.64	1057.7	829.74	2157.2	2127.8	3173.6	1671.3	0	1824.3	32186	727.49	578.51	579.77	1278.7	1739.6	1272	968.51	344.3	1053.5	25843	632.21	1003.3	841.27	2164.2	2076.4	3152.7	1727.3	512.35	1793.5	30300
sp|P56480|ATPB_MOUSE	56250	47803	47756	41197	42234	34216	60165	343.89	57668	1077300	53878	52741	49111	39732	47089	42631	67232	99.797	60262	1030700	53194	45117	48538	42570	43416	36091	60304	24372	56990	1014200	50964	49749	49739	41600	48167	43837	67279	20622	59756	970270
sp|P56812|PDCD5_MOUSE	0	0	0	459.43	395.36	333.18	510.16	0	0	7069.9	0	0	0	0	0	0	0	0	0	0	0	0	0	441.66	379.01	348.73	499.82	0	0	6657.2	0	0	0	0	0	0	0	0	0	0
sp|P56959|FUS_MOUSE	6617.6	6469.4	5305.4	4093.5	4904.9	4449.9	8651.4	0	9531.6	155970	6072.3	5371	6140.3	4278.5	4028.9	4187.7	9460.9	0	8614.8	124800	6257	6097.9	5419.8	4353.8	5054.9	4653.2	8650.6	2265.4	9367.5	146810	5746.2	5067.6	6163.4	4458.2	4289.3	4376.3	9346.4	1987.9	8536.1	117500
sp|P57759|ERP29_MOUSE	1719.3	1964.7	1385.6	8339.4	6178	5792.1	1658.6	0	1009.1	74501	1092.7	1622.5	1160.4	5388.2	4913.6	3997.6	1122.2	0	1434.5	56267	1625.7	1890.2	1460.2	8132.6	5922	5977.4	1867.4	1555.3	1023.2	70134	1034.3	1554.2	1191.2	5280.3	4711.4	4117.8	1267.7	1035.4	1402.2	52969
sp|P57776|EF1D_MOUSE	5568.9	4175	4162.2	3696.2	3576.9	4270	5388.6	505.98	5508.1	104730	9773.7	8317.1	9728.9	6753.6	7123.5	4620.6	9966.2	84.13	10277	190200	5264.3	3941.2	4236	3833.6	3690.1	4388.7	5401.4	2598.5	5429.8	98601	9246.3	7841.8	9755.6	6800.6	7334.1	4966.2	9995.8	4251.3	10108	179080
sp|P57780|ACTN4_MOUSE	82949	82321	80948	38573	45096	42227	101670	376.15	98783	1498300	37423	32001	33417	18171	20648	20805	44822	793.97	45372	660720	78480	77517	81220	42295	48610	44162	100680	31879	97592	1411400	35394	30148	33768	19427	21963	21611	44456	13987	44735	622250
sp|P57784|RU2A_MOUSE	425.45	0	612.68	286.64	0	972.05	776.79	0	322.85	22735	0	0	0	0	0	0	0	0	0	0	402.24	0	599.51	278.89	0	958.2	740.97	0	323.72	21617	0	0	0	0	0	0	0	0	0	0
sp|P58021|TM9S2_MOUSE	0	623.17	390.84	423.7	657.25	534.04	500.51	126	481.07	8138.2	0	0	0	341.59	374.82	296.18	323.57	0	341.28	3161.5	0	587.55	374.05	448.99	649.01	540.58	516.47	387.42	475.49	7666	0	0	0	329.16	357.53	301.15	332.31	0	335.99	2977
sp|P58252|EF2_MOUSE	19322	19477	19480	41659	47049	44367	34652	0	27534	678050	20979	19899	21044	40882	45160	41323	25639	240.24	29094	626120	18283	18517	19920	41464	45936	44884	35673	12285	27425	638360	19851	18913	21399	40698	44116	41953	27045	11933	28547	589580
sp|P58389|PTPA_MOUSE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
